stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,zone_id
"19808","52665",תל חי/ברזילי,רחוב: 90 עיר: קרית שמונה רציף:  קומה: ,"33.194998",35.569099,false,,"52665"
"19809","52666",הנרייטה סאלד/אליעזר פרי,רחוב: הנרייטה סולד עיר: קרית שמונה רציף:  קומה: ,"33.199930",35.5716,false,,"52666"
"19810","52667",הרצל/סיני,רחוב: הרצל 56 עיר: קרית שמונה רציף:  קומה: ,"33.204989",35.567674,false,,"52667"
"19894","52752",צומת המצודות,רחוב: 99 עיר: קרית שמונה רציף:  קומה: ,"33.221897",35.575429,false,,"52752"
"19966","52824",מסעף כפר גלעדי,רחוב: 9977 עיר: הגליל העליון רציף:  קומה: ,"33.237650",35.575735,false,,"52824"
"20026","52884",מסעף כפר גלעדי,רחוב: 9977 עיר: הגליל העליון רציף:  קומה: ,"33.237131",35.576572,false,,"52884"
"20032","52890",הירדן/קרן היסוד,רחוב: הירדן 33 עיר: קרית שמונה רציף:  קומה: ,"33.202998",35.575848,false,,"52890"
"20038","52897",מסעף כפר יובל מערב,רחוב: 9974 עיר: הגליל העליון רציף:  קומה: ,"33.243168",35.582546,false,,"52897"
"20137","52996",שפרינצק/הירדן,רחוב: יוסף שפרינצק 84 עיר: קרית שמונה רציף:  קומה: ,"33.209845",35.574351,false,,"52996"
"20138","52997",הירדן,רחוב: הירדן עיר: קרית שמונה רציף:  קומה: ,"33.200427",35.576637,false,,"52997"
"20150","53009",אחי אילת/כצנלסון,רחוב: השופטים 11 עיר: קרית שמונה רציף:  קומה: ,"33.201480",35.564866,false,,"53009"
"20155","53014",מרכז הטניס,רחוב: 99 עיר: קרית שמונה רציף:  קומה: ,"33.222337",35.576618,false,,"53014"
"20276","53136",הרב קוק /בית ספר הנשיא,רחוב: הרב קוק עיר: קרית שמונה רציף:  קומה: ,"33.198556",35.564465,false,,"53136"
"20277","53137",עולי הגרדום/אחי אילת,רחוב: עולי הגרדום 38 עיר: קרית שמונה רציף:  קומה: ,"33.199591",35.565117,false,,"53137"
"20278","53138",בית ספר המתמיד/הרצל,רחוב: הרצל 70 עיר: קרית שמונה רציף:  קומה: ,"33.203065",35.567431,false,,"53138"
"20280","53140",הירדן/ביאליק,רחוב: הירדן 7 עיר: קרית שמונה רציף:  קומה: ,"33.210750",35.57206,false,,"53140"
"20281","53141",בית ספר מגינים/ביאליק,רחוב: חיים נחמן ביאליק 42 עיר: קרית שמונה רציף:  קומה: ,"33.210661",35.57317,false,,"53141"
"20283","53143",קניון נחמיה/הנשיא,רחוב: הנשיא 4 עיר: קרית שמונה רציף:  קומה: ,"33.221329",35.576106,false,,"53143"
"20284","53144",הרב יוסף משאש/אורי אילן,רחוב: הרב יוסף משאש 13 עיר: קרית שמונה רציף:  קומה: ,"33.206815",35.572324,false,,"53144"
"20285","53145",יוסף טרומפלדור/אליעזר פרי,רחוב: יוסף טרומפלדור 48 עיר: קרית שמונה רציף:  קומה: ,"33.203617",35.571323,false,,"53145"
